,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,16.947017945756908,17.144242523093126,0.8339950723408232,0.0,
1,poly2,0,-185.81691993603187,-185.61969535869565,1.0,,
2,poly3,0,-93.84876764329096,-93.65154306595474,1.0,0.0,
3,exp,0,17.701310552054803,17.89853512939102,0.7865402390985585,0.0,
4,log,0,1.7905631296759612,1.9877877070121808,0.9989383058709596,0.0,
5,power,0,8.489407543758407,8.686632121094627,0.9900972350574149,0.0,
6,mult,0,8.489407543758407,8.686632121094627,0.9900972350574149,0.0,
7,hybrid_mult,0,16.341623677636615,16.538848254972834,0.8643308253134893,0.0,
8,am,0,16.947017945756908,17.144242523093126,0.8339950723408232,0.0,
9,gm,0,16.9470179457569,17.14424252309312,0.8339950723408235,0.0,
10,hm,0,16.947017945756908,17.144242523093126,0.8339950723408232,0.0,
