,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,-3.353338596414983,-3.1561140190787635,0.7893586005830902,0.0,
1,poly2,0,-177.12689376069414,-176.92966918335793,1.0,0.0,
2,poly3,0,-114.24574343825428,-114.04851886091807,1.0,0.0,
3,exp,0,-2.5367255732486322,-2.3395009959124127,0.7234583341446482,0.0,
4,log,0,-13.152008621602416,-12.954784044266196,0.9919639809536376,0.0,
5,power,0,-8.904883580348539,-8.707659003012319,0.9668963958168307,0.0,
6,mult,0,-8.904883580348539,-8.707659003012319,0.9668963958168307,0.0,
7,hybrid_mult,0,-10.611499556224665,-10.414274978888445,0.9812579404471277,0.0,
8,am,0,-3.353338596414983,-3.1561140190787635,0.7893586005830902,0.0,
9,gm,0,-3.3533385964149875,-3.156114019078768,0.7893586005830905,0.0,
10,hm,0,-3.353338596414983,-3.1561140190787635,0.7893586005830902,0.0,
