,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,-2.6859847857536394,-2.48876020841742,0.858320251177394,0.0,
1,poly2,0,-178.3348725730961,-178.1376479957599,1.0,0.0,
2,poly3,0,-114.47140682559575,-114.27418224825954,1.0,0.0,
3,exp,0,-1.3296816304502945,-1.132457053114075,0.7773345830415476,0.0,
4,log,0,-37.457777743992814,-37.26055316665659,0.9999986890830596,0.0,
5,power,0,-8.795732904790071,-8.598508327453851,0.981514502342185,0.0,
6,mult,0,-8.795732904790071,-8.598508327453851,0.981514502342185,0.0,
7,hybrid_mult,0,-13.619743603803737,-13.422519026467517,0.9962975937432261,0.0,
8,am,0,-2.6859847857536394,-2.48876020841742,0.858320251177394,0.0,
9,gm,0,-2.685984785753641,-2.4887602084174216,0.8583202511773941,0.0,
10,hm,0,-2.6859847857536394,-2.48876020841742,0.858320251177394,0.0,
