,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,3.581285618633364,3.7785101959695835,0.7405078310393924,0.0,
1,poly2,0,-198.9164872804456,-198.7192627031094,1.0,0.0,
2,poly3,0,-111.73037356857827,-111.53314899124206,1.0,0.0,
3,exp,0,4.6251442964410785,4.8223688737772985,0.6325161333793032,1.9039505408203853e-16,
4,log,0,-3.879574100062558,-3.6823495227263385,0.9784198634987412,0.0,
5,power,0,0.6389764703976859,0.8362010477339055,0.9026846429543345,0.0,
6,mult,0,0.6389764703976859,0.8362010477339055,0.9026846429543345,0.0,
7,hybrid_mult,0,-0.6742431386998851,-0.4770185613636655,0.9371835526942756,0.0,
8,am,0,3.581285618633364,3.7785101959695835,0.7405078310393924,0.0,
9,gm,0,3.5812856186333626,3.778510195969582,0.7405078310393926,0.0,
10,hm,0,3.581285618633364,3.7785101959695835,0.7405078310393924,0.0,
