,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,4.312624524287587,4.509849101623806,0.8835294854137974,0.0,
1,poly2,0,-177.59137719397538,-177.39415261663916,1.0,0.0,
2,poly3,0,-105.40171523813001,-105.2044906607938,1.0,0.0,
3,exp,0,5.4351666725146055,5.632391249850825,0.830675183164479,0.0,
4,log,0,-8.737561913635702,-8.540337336299482,0.9984968303159314,0.0,
5,power,0,-7.543631540185242,-7.346406962849022,0.9977620667303968,0.0,
6,mult,0,-7.543631540185242,-7.346406962849022,0.9977620667303968,0.0,
7,hybrid_mult,0,-2.319974019737309,-2.1227494424010893,0.9872341713298557,0.0,
8,am,0,4.312624524287587,4.509849101623806,0.8835294854137974,0.0,
9,gm,0,4.312624524287585,4.5098491016238045,0.8835294854137974,0.0,
10,hm,0,4.312624524287587,4.509849101623806,0.8835294854137974,0.0,
