,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,-107.23480988143893,-107.03758530410272,1.0,0.0,
1,poly2,,-158.30792104308352,-158.1106964657473,1.0,0.0,
2,poly3,,-112.98108671149322,-112.783862134157,1.0,0.0,
3,exp,,-107.75624406525844,-107.55901948792223,1.0,0.0,
4,log,,-118.69303450220653,-118.49580992487031,1.0,0.0,
5,power,,-109.04193736163091,-108.8447127842947,1.0,0.0,
6,mult,,-153.70846360578454,-153.51123902844833,1.0,0.0,
7,hybrid_mult,,-111.87012109752793,-111.67289652019171,1.0,0.0,
8,am,,1.842406830513024,2.0396314078492437,0.9271163530865627,0.0,
9,gm,,3.7671252750224458,3.9643498523586653,0.861559987852597,0.0,
10,hm,,4.925758335687762,5.122982913023981,0.7963000400268333,0.0,
