model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-293.9883849143185,0.8816554782684197,0.36275690494692725,0.48846113681793213,0.7158322405216857,0.5995726533642487
poly2,-293.67866080719097,0.8823936543623198,0.18726432290313602,0.27862197160720825,0.3269798453752526,0.18665583228426058
poly3,-292.4358211524679,0.8853097378959102,0.31621294422766033,0.4652346074581146,0.39260436593038106,0.257012999870321
exp,-287.558244470398,0.8960720137872172,5.496095600929575e-05,4.1478566004116146e-07,6.177798944630229e-06,2.9164665625699462e-08
log,-295.227100881353,0.8786565916743058,0.8207338736962339,0.7018063068389893,0.8677342146268282,0.8620618293653127
power,-331.27482125527524,0.748646230660565,0.002656247970770296,8.689477795087441e-07,1.276353434472175e-08,5.27695004135164e-10
mult,-311.58735450362855,0.831129054795484,0.00021306628764326775,7.952904184094223e-07,1.0536884421574321e-08,1.3944310838949094e-11
hmult,-294.49320905507324,0.8804423701032985,0.483405006617155,0.7711463570594788,0.3104523675930249,0.2573228905489806
am,-397.7097294790758,0.038032424823409516,0.0008238302526815568,7.54914442069321e-09,1.8419563800502395e-13,1.7357757894283797e-28
gm,-398.56688831424333,0.02122960531987883,0.0012856374722508706,1.1998666948898062e-08,6.727286588106816e-14,2.0486960212365496e-26
hm,-399.4889233787881,0.0028272192835591126,0.0014051696200547913,2.7674447178327455e-09,1.2033690282590588e-15,1.2198548750192874e-33
