,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0,3.791150041290719,3.9883746186269384,0.9994252107749315,0.0,
1,poly2,0,-182.6760596448493,-182.47883506751307,1.0,0.0,
2,poly3,0,-112.40718898393685,-112.20996440660063,1.0,0.0,
3,exp,0,16.638764196131312,16.835988773467534,0.9583714520323182,1.6555440803731137e-16,
4,log,0,14.667690832555072,14.864915409891292,0.97842011293273,0.0,
5,power,0,19.013265038826745,19.210489616162963,0.9081380908418537,0.0,
6,mult,0,19.013265038826745,19.210489616162963,0.9081380908418537,0.0,
7,hybrid_mult,0,20.001234304463715,20.198458881799933,0.8723094765801804,0.0,
8,am,0,3.791150041290719,3.9883746186269384,0.9994252107749315,0.0,
9,gm,0,3.7911500412906474,3.988374618626867,0.9994252107749315,0.0,
10,hm,0,3.791150041290719,3.9883746186269384,0.9994252107749315,0.0,
