model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-290.43549316090844,0.8898520507584825,0.7929186435221492,0.8928545713424683,0.8215743496596443,0.9950050968918613
poly2,-286.4019111989581,0.898471662072178,0.756698679031274,0.4844490587711334,0.9327849550361551,0.9233928929637318
poly3,-302.27828734416283,0.8600797213025557,0.6229685701450012,0.8935806155204773,0.4188124077816324,0.28106998892660345
exp,-287.08670076940655,0.8970573452014302,0.0003481449374399989,8.069555974543619e-07,6.83829075474648e-06,1.0424982122539223e-06
log,-292.37702381445024,0.8854458889798538,0.7231110280814115,0.7935198545455933,0.5685069125994879,0.4006150539593516
power,-331.2332044744541,0.7488574657847734,0.0022041103282352875,1.2642017281905282e-06,1.3084046028223673e-10,2.8068748460283784e-12
hmult,-291.7008700800533,0.8870000218569658,0.8701863431051041,0.8116438388824463,0.39046954752265073,0.43945084190260275
mult,-311.49617040606785,0.8314398461243518,6.748004523650084e-05,3.737078202448174e-07,1.4516787146477727e-08,1.44550026971411e-12
am,-396.4257151152982,0.06266470193815454,0.0012120320635804398,2.496988429356861e-07,1.2059435284376709e-11,3.1998264436492e-16
gm,-398.3712831984319,0.02508970068479266,0.001375922881484139,6.750802583610493e-08,7.65103411204672e-13,2.9038658302364106e-20
hm,-341.7159094495024,0.6896215184401728,0.4493629476023825,0.3536328375339508,0.05918462717082186,0.102363841687451
linear+linear+poly2,-290.43549316984985,0.889852050738586,0.7929464896879863,0.8929000496864319,0.8216247470731749,0.9949433110495104
linear+linear+poly3,-290.43549315534943,0.8898520507708525,0.792939808728528,0.8928703665733337,0.8215530702352805,0.9950310425036889
linear+linear+exp,-296.96845258283344,0.8743119009855285,0.2014370357266442,0.34675246477127075,0.3817429157978075,0.3442641445197293
linear+linear+log,-290.435493229756,0.889852050605282,0.7929642793405022,0.8928953409194946,0.821688561610445,0.9948885032378599
linear+linear+power,-296.96845258283344,0.8743119009855285,0.2014370357266442,0.34675246477127075,0.3817429157978075,0.3442641445197293
linear+linear+hmult,-291.6710471698685,0.8870680819220675,0.6758067811349273,0.9548923373222351,0.9180847382082377,0.7318357517155581
linear+poly2+linear,-287.1446305126104,0.8969368011121324,0.1627934703214974,0.24042820930480957,0.49498813919798834,0.27008981430751966
linear+poly2+poly2,-287.1446304634852,0.8969368012144151,0.16293248848008257,0.2405298799276352,0.4951919420897306,0.27029981520221225
linear+poly2+poly3,-287.1446304764369,0.8969368011874486,0.1628236534303873,0.24040023982524872,0.49508013891091895,0.2701773859363483
linear+poly2+exp,-293.18662053947287,0.8835568948290399,0.09405993473723875,0.06783264130353928,0.6707168833118721,0.6587906086895683
linear+poly2+log,-287.1446321180977,0.8969367977693714,0.16279619725443054,0.2403213083744049,0.4945873625187658,0.2698651445075345
linear+poly2+power,-293.18662053947287,0.8835568948290399,0.09405993473723875,0.06783264130353928,0.6707168833118721,0.6587906086895683
linear+poly2+hmult,-288.4998596210705,0.894076117416424,0.09693470138317309,0.23233532905578613,0.3866526198223993,0.1506922056650795
linear+poly3+linear,-285.1690244218861,0.9009691767788194,0.05978377307597285,0.07975160330533981,0.23390010435141367,0.15379199943990213
linear+poly3+poly2,-285.1687330036134,0.9009697597951124,0.06010395163271132,0.0810394436120987,0.23475974051130485,0.15314429887219116
linear+poly3+poly3,-285.1687440163167,0.9009697377629756,0.06029880419744873,0.08124303817749023,0.23590173747055676,0.15378253924714103
linear+poly3+exp,-292.6078495211489,0.8849104590586507,0.0734131456251718,0.044642142951488495,0.5816070313754991,0.5734345507612384
linear+poly3+log,-285.1687386218421,0.9009697485552219,0.059972678150551996,0.08091159909963608,0.2343289458315423,0.15280354467186172
linear+poly3+power,-292.6078495211489,0.8849104590586507,0.0734131456251718,0.044642142951488495,0.5816070313754991,0.5734345507612384
linear+poly3+hmult,-286.454437676927,0.8983638690115796,0.02751795361663183,0.05162886157631874,0.13908332948870017,0.07889321396689102
