model,log likelihood,R2 coefficient,normality pearson p-value,normality shapiro p-value,homocedasticity levene p-value,homocedasticity bartlett p-value
linear,-296.96845258284236,0.8743119009855056,0.20143623240962483,0.346729040145874,0.3817418347065773,0.3442624260059557
poly2,-292.1560305175582,0.8859561771330031,0.18857865146331873,0.1501130312681198,0.6848778945980856,0.711031364292442
poly3,-301.9839269381123,0.8609093126080334,0.08884354635525507,0.11797970533370972,0.04763262823768212,0.006482872655959022
exp,-296.5076944700368,0.8754764083993588,0.0020800262556396037,2.9454793548211455e-05,3.879898611998289e-05,1.969128865813104e-05
log,-298.3483070149234,0.8707589480362122,0.6004884826123051,0.5884718298912048,0.8792619530844157,0.8543239311747106
power,-329.97069426419716,0.7551819242932286,0.002783827688889046,3.7205211356194923e-06,2.794715745534846e-09,1.1098044435216591e-10
hmult,-324.8035868588914,0.7794489078679394,0.01022607274579078,1.6800344155853963e-06,1.948696050689166e-09,2.50386779308364e-08
mult,-318.98307533635887,0.80391597094372,0.005543192189915859,1.7489214769739192e-06,2.8906887844481663e-10,1.235545960775562e-09
am,-396.42181731500057,0.06273850803837888,0.00123893287435592,2.477692078173277e-07,1.2876144022444105e-11,3.0052417635732614e-16
gm,-396.89397350188153,0.05375565763344703,0.003612748869872994,1.2985992725589313e-06,1.170958692191378e-10,1.3371795586000831e-13
hm,-341.6724983658122,0.6898935984347527,0.743790167287316,0.01865842193365097,0.010872899561332883,0.4442801067015397
diff,-296.96845258344905,0.8743119009839653,0.20143049720533918,0.3467130661010742,0.38173322295204426,0.34424714973740334
linear+poly2,-293.1866205380024,0.8835568948324988,0.09405924372562295,0.06782931089401245,0.670709703946581,0.6587808679198579
linear+poly3,-292.6078453400838,0.884910468779799,0.07341280579057288,0.04463870823383331,0.5816040323580736,0.5734307132451029
linear+exp,-394.55878221131786,0.09735869905013406,0.0015808028827627428,4.0284561464432045e-07,4.165201420293325e-11,2.89305736657505e-15
linear+log,-298.85531541479077,0.8694283818288452,0.24891230001745537,0.09947565197944641,0.7634100632528101,0.8484994922755769
linear+power,-329.6942446579788,0.7565453833103348,0.00933994380195352,0.00012661577784456313,8.393693958473822e-07,1.3533027602959362e-06
linear+hmult,-329.6942446579788,0.7565453833103348,0.00933994380195352,0.00012661577784456313,8.393693958473822e-07,1.3533027602959362e-06
poly2+linear,-295.94164604491306,0.8768922649147604,0.21240720088346762,0.3920793831348419,0.353531965698173,0.20386065893213315
poly2+poly3,-291.48935116606003,0.8874818529311809,0.15633595386826468,0.10514099150896072,0.5836052836817383,0.6274990709198769
poly2+exp,-394.20660212056873,0.10375797400888342,0.0013167112648163502,7.9307056921607e-07,7.717477014346944e-10,2.2616856866798365e-13
poly2+log,-298.27179287891596,0.8709585667964503,0.4006348962604069,0.22435642778873444,0.6348444863319512,0.7363414891720617
poly2+power,-329.62918695721316,0.7568651448022626,0.012117366627837713,0.00019168549624737352,9.493679915795731e-07,1.8115669816044702e-06
poly2+hmult,-329.62918695721316,0.7568651448022626,0.012117366627837713,0.00019168549624737352,9.493679915795731e-07,1.8115669816044702e-06
poly3+linear,-294.6742488851801,0.880004302979422,0.1571940675832878,0.530977725982666,0.26786260569307285,0.1206426767740682
poly3+poly2,-299.07527111909616,0.8688468893810508,0.087249371811447,0.25159960985183716,0.08498668199768074,0.01746832344148086
poly3+exp,-394.27894633598845,0.10244715926991355,0.00046715597538406423,2.4245205167972017e-06,1.2047712347526526e-07,6.519853151899003e-10
poly3+log,-297.2920514146326,0.8734875422492021,0.4699216291174453,0.5498363375663757,0.7967242207266867,0.8970658598686937
poly3+power,-329.5039643344091,0.7574794378598918,0.005420941587587269,5.1196839194744825e-05,1.832578243211077e-07,9.214402465068522e-08
poly3+hmult,-329.5039643344091,0.7574794378598918,0.005420941587587269,5.1196839194744825e-05,1.832578243211077e-07,9.214402465068522e-08
exp+linear,-297.3336209638582,0.8733812538712041,0.18499184967677387,0.2883031964302063,0.3789964943505729,0.3840193785737849
exp+poly2,-301.64721037504427,0.8618522460943454,0.18931254649371598,0.36001497507095337,0.12146504494540641,0.10579955987591702
exp+poly3,-292.95801652119746,0.8840934198522977,0.05863795146505079,0.029831141233444214,0.5997948537516075,0.5607015478762873
exp+log,-298.1580964436347,0.8712546216313244,0.4251556197934042,0.258230060338974,0.6428247802015754,0.7706542418015361
exp+power,-330.5667243252739,0.7522162480296032,0.0034061389125351863,1.4371512406796683e-05,2.406415322744266e-07,1.2098155028324906e-07
