<<<<<<< HEAD
,models,Normality p-value,AIC of centered model,BIC of centered model
0,linear,0.19921814920851935,656.9844047858663,664.4568016826553
1,poly2,0.09136816374010186,651.1903412974835,658.6627381942725
2,poly3,0.00011424909098372878,634.8380250335598,642.3104219303488
3,exp,0.4227450957401827,691.7473207679978,699.2197176647868
4,log,0.8553838207871145,694.8722580661121,702.344654962901
5,power,0.0006537121644445314,742.2650303859534,749.7374272827424
6,mult,0.0005787756740701992,742.3428580806769,749.8152549774659
7,hybrid_mult,0.00017899036191801307,762.45438117547,769.9267780722589
8,am,0.020997828570201833,823.1046096103307,830.5770065071197
9,gm,0.012963144978872977,833.7300768891964,841.2024737859854
10,hm,0.00651886479857236,839.2892252158013,846.7616221125902
=======
,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0.19921814920851935,656.9844047858663,664.4568016826553,0.8683427329733273,0.2994038144734045,0.21272672283905128
1,poly2,0.09136816374010186,651.1903412974835,658.6627381942725,0.8748670257724949,0.9525596981652132,0.06802458573617505
2,poly3,0.00011424909098372878,634.8380250335598,642.3104219303488,0.8915883457282605,0.12632210553933082,0.00012172171037682054
3,exp,0.4227450957401827,691.7473207679978,699.2197176647868,0.8214015582668089,1.64220475120346e-05,0.0032974585573732704
4,log,0.8553838207871145,694.8722580661121,702.344654962901,0.8164381488496009,0.00020107024566466488,0.04169015027802889
5,power,0.0006537121644445314,742.2650303859534,749.7374272827424,0.721817395946645,7.403888338667329e-12,5.691490201518657e-13
6,mult,0.0005787756740701992,742.3428580806769,749.8152549774659,0.7216274160975986,1.4310937071805132e-11,9.890307098801468e-13
7,hybrid_mult,0.00017899036191801307,762.45438117547,769.9267780722589,0.6679195311834794,8.32256433197386e-18,2.6816734910341445e-21
8,am,0.020997828570201833,823.1046096103307,830.5770065071197,0.434677218236698,0.31947014595368795,0.6580732903012845
9,gm,0.012963144978872977,833.7300768891964,841.2024737859854,0.3794521502494165,0.38458086814144177,0.4900219917900488
10,hm,0.00651886479857236,839.2892252158013,846.7616221125902,0.34844150639516647,0.6648130927401515,0.8378011585913576
>>>>>>> master
